,npi,last_name,entity_type,city,state,provider_type,place_of_service,hcpcs_code,hcpcs_desc,no_dist_ben_per_day_svcs,avg_med_allowed_amt,avg_med_pay_amt,zip,cbsa
7402034,1013386929,GROCE,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",238,86.62,58.918613445,37087,34980
7402150,1073742250,KINCAID,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",171,86.62,58.364327485,37087,34980
7402163,1083881064,BLAYLOCK,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",22,86.62,51.671363636,37087,34980
7402346,1154747889,PACK,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",25,85.7304,65.28,37087,34980
7402350,1164607495,BARNETT,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",18,84.89,52.147222221999996,37087,34980
7402400,1184785826,PIERCE,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",150,84.89,60.449733333000005,37087,34980
7402570,1306013305,BLACK,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",189,86.50031746,55.170846561000005,37087,34980
7402652,1346441326,HARMON,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",207,86.62,62.974879226999995,37087,34980
7402668,1366733396,HALL,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",138,86.62,59.083188406000005,37087,34980
7402737,1417296807,KOWAL,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",72,84.89,56.049027778,37087,34980
7402756,1447708060,HARRIS,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",61,86.62,54.401639343999996,37087,34980
7402831,1518360874,LATTIMORE,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,67.91,37087,34980
7402855,1528033016,RAWLS,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",11,86.62,63.585454545,37087,34980
7402971,1619412913,STEIN,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",69,86.62,67.91,37087,34980
7403004,1629337688,ALVARADO,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,86.62,63.594615385,37087,34980
7403016,1659721041,KEY,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",21,85.560952381,60.816190476,37087,34980
7403034,1699705855,MCFARLIN,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",444,84.89,50.29759009,37087,34980
7403247,1801177308,COLSON,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",61,84.89,41.700491803,37087,34980
7403310,1881041846,MCCARTNEY,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",26,86.62,55.183461538,37087,34980
7403453,1932383676,GAILBREATH,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,86.555925926,58.00962963,37087,34980
7403512,1942662812,LIU,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",166,86.62,56.36409638600001,37087,34980
7403563,1962745356,RIDDLE,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,86.62,56.711935483999994,37087,34980
7853971,1124024344,FERLAND,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",109,86.62,28.665779816999997,37172,34980
7854175,1336277300,HATCH,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",16,86.62,64.6975,37172,34980
7854192,1376814095,HAVELIN,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",104,86.517884615,50.210576923000005,37172,34980
7854206,1407823354,STEWART,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",271,84.89,55.425830258000005,37172,34980
7854312,1578827358,WEBER,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",137,86.462189781,47.246934307,37172,34980
7854318,1588010110,KOTHLOW,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,86.62,43.574444443999994,37172,34980
7854346,1639175854,RANDOLPH,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",118,84.89,34.986271185999996,37172,34980
7854356,1649631169,EZELL,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",24,86.62,55.6625,37172,34980
7854438,1780965731,MCGHEE,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",210,84.89,62.30242857100001,37172,34980
7854460,1811393788,WALKER,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",780,86.62,59.095769231000006,37172,34980
7854567,1922437334,JACKY,I,SPRINGFIELD,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",23,91.12,61.13826087,37172,34980
7993017,1184989154,VANDERPOOL,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",70,86.62,56.209285713999996,37207,34980
7993052,1225119431,BOX,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",1009,88.6,59.387096135,37207,34980
7993061,1235308305,YATES,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",22,86.62,62.375909091000004,37207,34980
7993127,1326586983,CLAY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,64.5145,37207,34980
7993242,1356890982,KING,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",33,88.6,69.46,37207,34980
7993347,1437503562,GAZLEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",716,86.62,54.793282123000004,37207,34980
7993530,1629432208,CUTLER,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",43,86.62,64.85209302300001,37207,34980
7993586,1689974420,TEMPLETON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",83,86.62,53.478915663,37207,34980
7993822,1780080663,HARTLEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",21,86.62,59.768095238,37207,34980
7993849,1790163061,ABOLINS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",618,84.89,61.718398058000005,37207,34980
7993854,1790237709,PARKER,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",431,86.62,60.94361949,37207,34980
7993941,1942660147,DENNEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",80,86.62,63.901125,37207,34980
8024381,1033395488,LOWRANCE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",29,86.62,12.305172414000001,37212,34980
8024424,1073933024,CARD,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",18,84.89,62.852777778000004,37212,34980
8024545,1255310561,BETTS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",83,84.89,61.781084336999996,37212,34980
8024642,1346412558,KOLEAS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",312,86.62,53.908205128,37212,34980
8024687,1437147626,BACHUSS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",277,86.62,58.91833935,37212,34980
8024711,1518039031,EGGER,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",53,86.62,58.73490566,37212,34980
8024759,1528011426,TEEFTALLER,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",41,86.577804878,66.006097561,37212,34980
8024951,1760605786,CRAIG,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",43,86.62,48.497906977,37212,34980
8024967,1801288709,KUHNS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",32,86.62,62.6478125,37212,34980
8025102,1891030367,GEE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",118,84.70525423699999,54.124745763,37212,34980
8025197,1972961142,BARFIELD,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",67,86.62,62.39880597,37212,34980
8239339,1720317258,ZHANG,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,54.4055,37206,34980
8239359,1952688483,WAMPLER,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",51,67.01,51.509803921999996,37206,34980
8444863,1033588462,GEWITSCH,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,67.347,37128,34980
8444878,1215273917,CARTER,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",30,86.62,54.943000000000005,37128,34980
8444901,1437382751,SENGSAYADETH,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",43,84.89,48.116511628000005,37128,34980
8444908,1467418798,HATCHER,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,86.62,52.649354839,37128,34980
8444913,1538414305,SATTERWHITE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",32,86.62,62.9925,37128,34980
8444998,1740649870,LEWIS,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",18,86.62,64.13722222199999,37128,34980
8445034,1932140951,JIRIKOVEC,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",347,86.62,64.866455331,37128,34980
8622389,1013455310,NOWLIN,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",36,86.62,65.890833333,37167,34980
8622409,1033597869,AUSTIN,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",52,86.62,62.114230768999995,37167,34980
8622434,1053566695,RUSSELL,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",16,84.89,45.283125,37167,34980
8622459,1093190373,LEE,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",34,86.62,64.079705882,37167,34980
8622544,1144267279,PETERS,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",240,84.89,57.041833333,37167,34980
8623073,1568856862,D'ANGELO,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",17,86.62,61.361764706,37167,34980
8623141,1639493380,CARTER,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",175,86.62,56.174457143000005,37167,34980
8623295,1780848010,NEWMAN,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",107,86.62,60.182897196000006,37167,34980
8623315,1790036952,RAWL,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",19,86.62,57.289473683999994,37167,34980
8623360,1851740773,SMITH,I,SMYRNA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",79,86.62,62.232658228000005,37167,34980
8636733,1053382648,HYDRICK,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",84,84.633529412,52.889647059,37127,34980
8636775,1407166960,HAO,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",198,86.62,57.709747475,37127,34980
8636807,1962684878,VENABLE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",120,84.765916667,52.366666667,37127,34980
9141758,1023427481,ALI,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,58.208571428999996,37214,34980
9141811,1326452939,ADAMS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",115,88.85,55.135391303999995,37214,34980
9141821,1407214588,THOMPSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",12,86.62,58.041666667,37214,34980
9141874,1699907451,TAYLOR,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",75,86.44,49.684666666999995,37214,34980
9141938,1992253751,PAGE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",76,86.62,67.91,37214,34980
9196566,1033368543,NIPPER,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",28,86.62,54.016428571000006,37130,34980
9196783,1174751671,GARWOOD,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",92,86.62,62.27576087,37130,34980
9196846,1225420490,BROWN,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",115,85.912956522,59.035913043,37130,34980
9196854,1255602405,ROBBINS,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",41,86.62,60.991463415,37130,34980
9196878,1265739536,TAYLOR,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",139,86.62,61.189784173,37130,34980
9196888,1295285120,MALUGIN,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",56,86.62,61.831428571000004,37130,34980
9196989,1376566810,LOWE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",168,86.62,56.282619048,37130,34980
9197085,1437208600,GEORGE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",57,86.62,53.793333333,37130,34980
9197097,1437476843,DUPONT,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",21,86.62,64.676190476,37130,34980
9197231,1497790992,MILLER,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",233,86.62,61.404549356000004,37130,34980
9197278,1548398084,BROWN,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",108,86.62,63.529166667,37130,34980
9197291,1568702645,WARISE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,55.095,37130,34980
9197390,1609046721,SANDERS,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",129,86.62,51.244263566,37130,34980
9197454,1669800157,CAGLE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",58,84.91982758600001,45.397758621,37130,34980
9197497,1710151113,DAVIS,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",363,86.543140496,59.186997245,37130,34980
9197534,1740410703,BOLDEN,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",69,86.62,47.426376812,37130,34980
9197838,1861762783,HEIDORN,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",53,85.44490566,47.349811321000004,37130,34980
9197995,1972841534,BOWLING,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",75,86.62,53.779066666999995,37130,34980
9198005,1982658399,BOLES,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",137,86.62,53.773430657,37130,34980
9239590,1023099074,LAMBERT,I,GORDONSVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",590,86.62,55.612627118999995,38563,34980
9239691,1912156696,GREGORY,I,GORDONSVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",68,86.62,60.030882353,38563,34980
9272038,1356784748,LACY,I,ASHLAND CITY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,85.332857143,62.057857143,37015,34980
9272088,1578790796,ALTMAN,I,ASHLAND CITY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",83,86.62,58.697710843,37015,34980
9272116,1801017116,STEWART,I,ASHLAND CITY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",223,86.62,62.544439462,37015,34980
9272146,1881143659,FULWOOD,I,ASHLAND CITY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",36,86.62,63.793333333,37015,34980
9272160,1891112199,HOOTON,I,ASHLAND CITY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",361,86.62,56.205567867,37015,34980
9322830,1598084170,SMITH,I,LA VERGNE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",157,84.89,56.56566879,37086,34980
9322835,1740210152,JACK,I,LA VERGNE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",62,84.89,25.925806452,37086,34980
9339568,1548330707,WHITE,I,LEWISBURG,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",54,84.89,58.564814815,37091,34980
9339760,1740531938,HARRIS,I,LEWISBURG,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",163,84.89,52.649631901999996,37091,34980
9339775,1760448500,WHITE,I,LEWISBURG,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",1303,84.89,58.457252493999995,37091,34980
9406422,1316152697,CECIL,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,85.638148148,65.37962963,37228,34980
9406424,1316183148,MORGAN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",423,84.89,60.654917258000005,37228,34980
9406455,1386096717,DAVIDSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",52,86.62,58.119423077,37228,34980
9406526,1649601253,JOHNSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",84,87.728690476,64.354642857,37228,34980
9406548,1730178385,MYRICK,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",163,86.62,48.177852761000004,37228,34980
9406567,1942643028,CURL,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,31.707142856999997,37228,34980
9406569,1962954388,HOPKINS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",57,86.62,59.64614035100001,37228,34980
9414583,1225070337,CARVER,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",292,86.62,57.79969178100001,37090,34980
9414710,1467737999,DAILY,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",24,86.62,43.726666666999996,37090,34980
9414763,1568466480,CASSIDY,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",192,84.89,62.128489583000004,37090,34980
9414831,1679574180,BEADLE,I,LEBANON,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",50,84.89,55.69,37090,34980
9453417,1053660316,HUDGIN,I,FAIRVIEW,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",131,86.44,55.12832061100001,37062,34980
9453445,1699225367,JUDKINS,I,FAIRVIEW,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",160,86.62,56.893875,37062,34980
9453449,1740654458,STEPHENS,I,FAIRVIEW,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",22,86.62,50.748636364,37062,34980
9453462,1861456428,HIBBS,I,FAIRVIEW,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",292,84.89,55.415136986,37062,34980
9592867,1164827218,GENTRY,I,CARTHAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",26,86.62,31.484230769,37030,34980
9593103,1750687422,ELDRED,I,CARTHAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",81,86.62,45.892962963,37030,34980
9593183,1861728909,STUMB,I,CARTHAGE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",403,84.89,55.243002481000005,37030,34980
9668029,1053864611,FULTS,I,SMITHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",222,86.62,54.139504505,37166,34980
9668215,1396923199,TOBITT,I,SMITHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",239,84.89,55.234058577,37166,34980
9668986,1831592161,FITZPATRICK,I,SMITHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",194,84.89,55.59814433,37166,34980
9669184,1841618030,DILLEHAY,I,SMITHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",234,84.903191489,52.534595745,37166,34980
9669202,1851557268,EVANS,I,SMITHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",516,86.62,57.000542636000006,37166,34980
9669232,1871960682,TURNER,I,SMITHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",24,85.682916667,44.08375,37166,34980
9671203,1043565617,HARRISON,I,SHELBYVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",43,86.62,62.805348837,37160,34980
9671299,1144506635,PAGELLO,I,SHELBYVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",57,86.62,54.19637931,37160,34980
9671323,1144527276,DUNNAVANT,I,SHELBYVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",76,84.89,56.067368421000005,37160,34980
9671824,1548621824,BENSON,I,SHELBYVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",40,86.62,65.93075,37160,34980
9671884,1659601425,DAVENPORT,I,SHELBYVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,84.89,27.885483870999998,37160,34980
9671899,1699029447,DALTON,I,SHELBYVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",38,86.62,66.227894737,37160,34980
9672418,1871860072,O'RILEY,I,SHELBYVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",35,86.62,61.82028571399999,37160,34980
9760480,1568865079,CARMAN,I,WHITE HOUSE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",115,84.89,56.658521738999994,37188,34980
9760515,1710984182,HALL,I,WHITE HOUSE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",70,84.89,33.144714285999996,37188,34980
9760521,1740584317,WORTHEY,I,WHITE HOUSE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",210,84.89,56.856380951999995,37188,34980
9760554,1942599147,REYNOLDS,I,WHITE HOUSE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",98,86.62,53.576632653000004,37188,34980
9789231,1689980047,CUTRIGHT,I,PLEASANT VIEW,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",237,86.62,64.254599156,37146,34980
9789244,1891167557,MANNING,I,PLEASANT VIEW,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",25,86.62,64.8448,37146,34980
9834255,1043466139,WIX,I,WESTMORELAND,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",108,86.44,54.78,37186,34980
9850970,1043750201,SMITH,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",67,86.62,66.89641791,37209,34980
9851111,1174958326,SCURLOCK,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",197,86.62,60.447918781999995,37209,34980
9851156,1194198218,THOENER,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,64.5145,37209,34980
9851289,1255316238,FAUGHT,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",169,86.62,59.566863905,37209,34980
9851344,1265756050,ERVIN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",87,86.62,43.850804598,37209,34980
9851349,1265899793,BERTASI,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,88.6,66.598571429,37209,34980
9851352,1295021400,SUNDAY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",64,86.079375,56.7728125,37209,34980
9851387,1326081738,CORLEW,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",134,86.62,50.767686567,37209,34980
9851481,1346640349,TRUONG,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",39,86.62,33.136410256,37209,34980
