,npi,entity_type,provider_type,place_of_service,hcpcs_code,hcpcs_desc,no_dist_ben_per_day_svcs,avg_med_allowed_amt,avg_med_pay_amt,zip,cbsa,crosswalk_short_desc,apc
2012551,1881659613,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,691.32,496.83333333,91307,37100,Esoph egd dilation <30 mm,5302.0
2012552,1881659613,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,691.32,496.83333333,91307,31080,Esoph egd dilation <30 mm,5302.0
2012553,1902850506,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,605.34,470.67590909,75252,19100,Esoph egd dilation <30 mm,5302.0
2012556,1972577161,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,553.10181818,433.63090909,33603,45300,Esoph egd dilation <30 mm,5302.0
2012557,1386823854,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,612.67,449.66466667,85304,38060,Esoph egd dilation <30 mm,5302.0
2012560,1740210459,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,530.50818182,387.50454545,29169,17900,Esoph egd dilation <30 mm,5302.0
2012562,1386619708,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,578.86,453.83,34761,36740,Esoph egd dilation <30 mm,5302.0
2012570,1801811443,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,547.37,423.09208333,33884,29460,Esoph egd dilation <30 mm,5302.0
2012572,1073546875,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,153,558.81,435.46679739,29572,34820,Esoph egd dilation <30 mm,5302.0
2012575,1275596264,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,558.81,438.11,29572,34820,Esoph egd dilation <30 mm,5302.0
2012582,1588802987,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,175,558.49028571,436.80022857,71901,31680,Esoph egd dilation <30 mm,5302.0
2012583,1588802987,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,175,558.49028571,436.80022857,71901,26300,Esoph egd dilation <30 mm,5302.0
2012587,1750312435,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,612.67,475.35125,85203,38060,Esoph egd dilation <30 mm,5302.0
2012593,1427326677,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,42,687.79,533.16380952,92024,41740,Esoph egd dilation <30 mm,5302.0
2012594,1194997965,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,615.65,471.72705882,46216,26900,Esoph egd dilation <30 mm,5302.0
2012595,1003889346,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,545.09,419.79894737,32503,37860,Esoph egd dilation <30 mm,5302.0
2012611,1508965401,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,610.785,451.09833333,93311,12540,Esoph egd dilation <30 mm,5302.0
2012623,1417193939,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,546.4,427.21125,28501,35100,Esoph egd dilation <30 mm,5302.0
2012624,1417193939,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,546.4,427.21125,28501,99999,Esoph egd dilation <30 mm,5302.0
2012625,1417193939,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,546.4,427.21125,28501,28820,Esoph egd dilation <30 mm,5302.0
2012626,1316940539,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,570.98,434.34666667,68803,24260,Esoph egd dilation <30 mm,5302.0
2012630,1144200163,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,61,554.04,427.1057377,79601,99999,Esoph egd dilation <30 mm,5302.0
2012631,1144200163,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,61,554.04,427.1057377,79601,10180,Esoph egd dilation <30 mm,5302.0
2012636,1295776920,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,60,613.53433333,479.59216667,80220,19740,Esoph egd dilation <30 mm,5302.0
2012641,1487840740,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,515.214,392.4504,32763,19660,Esoph egd dilation <30 mm,5302.0
2012642,1447226394,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,115,575.43234783,444.62904348,32256,27260,Esoph egd dilation <30 mm,5302.0
2012652,1215126438,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,669.01935484,524.51612903,91006,31080,Esoph egd dilation <30 mm,5302.0
2012656,1821092206,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,835.42,650.0369697000001,94534,46700,Esoph egd dilation <30 mm,5302.0
2012657,1821092206,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,835.42,650.0369697000001,94534,34900,Esoph egd dilation <30 mm,5302.0
2012666,1952342453,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,94,569.06691489,444.41276596,48603,40980,Esoph egd dilation <30 mm,5302.0
2012674,1629132360,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,691.32,542.0,91436,31080,Esoph egd dilation <30 mm,5302.0
2012686,1316043631,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,566.48,444.12,67208,48620,Esoph egd dilation <30 mm,5302.0
2012704,1730500935,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,37,579.44,454.28,33777,45300,Esoph egd dilation <30 mm,5302.0
2012707,1255354486,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,709.72,552.274,93065,37100,Esoph egd dilation <30 mm,5302.0
2012716,1316946106,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,35,566.51971429,430.88599999999997,29414,16700,Esoph egd dilation <30 mm,5302.0
2012722,1508857871,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,73,595.54287671,466.80547945,34205,35840,Esoph egd dilation <30 mm,5302.0
2012732,1932298718,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,224,547.57852679,415.125625,35235,13820,Esoph egd dilation <30 mm,5302.0
2012735,1952364499,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,50,605.34,469.05699999999996,76210,19100,Esoph egd dilation <30 mm,5302.0
2012738,1205869211,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,48,579.14,451.05104167,24153,40220,Esoph egd dilation <30 mm,5302.0
2012745,1417987595,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,58,595.84,442.31931034,21286,12580,Esoph egd dilation <30 mm,5302.0
2012748,1225297138,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,109,580.66,440.16449541,73072,36420,Esoph egd dilation <30 mm,5302.0
2012758,1922255413,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,569.22578947,437.10815789,63028,41180,Esoph egd dilation <30 mm,5302.0
2012759,1922255413,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,569.22578947,437.10815789,63028,22100,Esoph egd dilation <30 mm,5302.0
2012760,1922255413,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,569.22578947,437.10815789,63028,99999,Esoph egd dilation <30 mm,5302.0
2012761,1336144617,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,583.55,457.4016,82901,40540,Esoph egd dilation <30 mm,5302.0
2012762,1275951196,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,598.03952381,468.85761905,92592,40140,Esoph egd dilation <30 mm,5302.0
2012766,1114126596,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,601.56,471.62,33334,33100,Esoph egd dilation <30 mm,5302.0
2012768,1952518029,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,590.61,463.04,27511,39580,Esoph egd dilation <30 mm,5302.0
2012769,1386882587,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,592.86,464.8,76048,99999,Esoph egd dilation <30 mm,5302.0
2012770,1386882587,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,592.86,464.8,76048,24180,Esoph egd dilation <30 mm,5302.0
2012782,1679858849,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,655.66,503.02,98027,42660,Esoph egd dilation <30 mm,5302.0
2012783,1356321293,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,61,525.13,394.71147541,36203,45180,Esoph egd dilation <30 mm,5302.0
2012784,1356321293,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,61,525.13,394.71147541,36203,11500,Esoph egd dilation <30 mm,5302.0
2012785,1205804697,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,127,567.36748031,442.80070866,27534,24140,Esoph egd dilation <30 mm,5302.0
2012786,1205804697,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,127,567.36748031,442.80070866,27534,99999,Esoph egd dilation <30 mm,5302.0
2012791,1104819424,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,39,610.43230769,477.58846154,60175,16980,Esoph egd dilation <30 mm,5302.0
2012797,1740424944,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,568.0,443.79153846,45503,44220,Esoph egd dilation <30 mm,5302.0
2012803,1427051796,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,595.29,466.71,46635,43780,Esoph egd dilation <30 mm,5302.0
2012808,1750386256,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,508.16928571,388.15642857,83843,34140,Esoph egd dilation <30 mm,5302.0
2012815,1225228547,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,521.45,408.82,70360,26380,Esoph egd dilation <30 mm,5302.0
2012821,1720044522,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,52,523.24038462,385.67557692,36606,33660,Esoph egd dilation <30 mm,5302.0
2012840,1356654610,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,567.51,427.94291667,32825,36740,Esoph egd dilation <30 mm,5302.0
2012845,1710315619,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,184,577.73152174,441.58755435,84405,36260,Esoph egd dilation <30 mm,5302.0
2012853,1992752224,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,142,581.00197183,451.67823944,62703,44100,Esoph egd dilation <30 mm,5302.0
2012855,1942477914,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,687.79,514.42315789,92128,41740,Esoph egd dilation <30 mm,5302.0
2012861,1346237237,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,36,541.07,389.85944444,75904,31260,Esoph egd dilation <30 mm,5302.0
2012862,1346237237,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,36,541.07,389.85944444,75904,99999,Esoph egd dilation <30 mm,5302.0
2012864,1881839959,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,745.75,577.25952381,95240,44700,Esoph egd dilation <30 mm,5302.0
2012872,1346303039,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,80,614.98,472.4045,33015,33100,Esoph egd dilation <30 mm,5302.0
2012878,1427127919,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,588.859,451.4205,43017,18140,Esoph egd dilation <30 mm,5302.0
2012879,1033199906,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,702.43,550.7,21901,37980,Esoph egd dilation <30 mm,5302.0
2012882,1215986609,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,58,587.9,452.07155172,30045,12060,Esoph egd dilation <30 mm,5302.0
2012884,1629075106,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,590.85,460.7175,48334,19820,Esoph egd dilation <30 mm,5302.0
2012891,1104055425,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,41,512.0,401.40487805,37887,28940,Esoph egd dilation <30 mm,5302.0
2012893,1174715445,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,709.72,547.51409091,91360,37100,Esoph egd dilation <30 mm,5302.0
2012909,1780683797,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,56,608.66357143,466.57803571,80537,22660,Esoph egd dilation <30 mm,5302.0
2012910,1780683797,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,56,608.66357143,466.57803571,80537,24540,Esoph egd dilation <30 mm,5302.0
2012911,1710948302,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,696.4,541.63242424,77012,26420,Esoph egd dilation <30 mm,5302.0
2012914,1780077719,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,619.7,469.92967742,60048,16980,Esoph egd dilation <30 mm,5302.0
2012917,1669460002,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,577.46,452.73,89703,16180,Esoph egd dilation <30 mm,5302.0
2012918,1669460002,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,577.46,452.73,89703,39900,Esoph egd dilation <30 mm,5302.0
2012920,1275536393,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,579.44,452.48125,34613,45300,Esoph egd dilation <30 mm,5302.0
2012922,1568437820,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,579.44,453.85625,34613,45300,Esoph egd dilation <30 mm,5302.0
2012933,1124083076,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,34,605.34,463.47558824,75044,19100,Esoph egd dilation <30 mm,5302.0
2012937,1972808186,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,72,544.87,417.71736111,29201,17900,Esoph egd dilation <30 mm,5302.0
2012960,1871841544,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,54,587.9,453.06148148,30224,12060,Esoph egd dilation <30 mm,5302.0
2012961,1821101197,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,660.74,509.53074074,98502,43220,Esoph egd dilation <30 mm,5302.0
2012962,1821101197,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,660.74,509.53074074,98502,36500,Esoph egd dilation <30 mm,5302.0
2012963,1114980166,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,498.96222222,368.965,34655,45300,Esoph egd dilation <30 mm,5302.0
2012967,1801899687,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,41,579.44,452.71878049,34655,45300,Esoph egd dilation <30 mm,5302.0
2012972,1821066515,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,559.79,438.87,62959,16060,Esoph egd dilation <30 mm,5302.0
2012979,1881645810,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,51,589.51,460.26039216,29621,24860,Esoph egd dilation <30 mm,5302.0
2012981,1659526457,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,63,589.88,448.68396825,45212,17140,Esoph egd dilation <30 mm,5302.0
2012983,1659683662,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,603.90785714,463.22214286,85296,38060,Esoph egd dilation <30 mm,5302.0
2012984,1790902617,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,554.67833333,434.8675,67212,48620,Esoph egd dilation <30 mm,5302.0
2012985,1922444520,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,50,579.414,454.2632,27526,22180,Esoph egd dilation <30 mm,5302.0
2012986,1922444520,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,50,579.414,454.2632,27526,39580,Esoph egd dilation <30 mm,5302.0
2013001,1689639262,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,598.64,469.33,78681,12420,Esoph egd dilation <30 mm,5302.0
2013005,1083643852,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,554.25,433.50130435,79124,11100,Esoph egd dilation <30 mm,5302.0
2013007,1316947609,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,65,554.25,430.76015385,79124,11100,Esoph egd dilation <30 mm,5302.0
2013009,1922052364,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,175,552.66645714,423.23537143,79124,11100,Esoph egd dilation <30 mm,5302.0
2013017,1477802387,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,702.43,538.3826087,24815,99999,Esoph egd dilation <30 mm,5302.0
2013018,1659517019,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,601.56,471.62,33024,33100,Esoph egd dilation <30 mm,5302.0
2013021,1629032446,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,579.44,454.28,33613,45300,Esoph egd dilation <30 mm,5302.0
2013022,1750456539,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,579.44,454.28,33613,45300,Esoph egd dilation <30 mm,5302.0
2013026,1396727418,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,550.54,390.89066667,72212,30780,Esoph egd dilation <30 mm,5302.0
2013043,1194724690,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,578.8,452.5525,45415,19430,Esoph egd dilation <30 mm,5302.0
2013044,1407247208,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,578.8,433.21688889,45415,19430,Esoph egd dilation <30 mm,5302.0
2013051,1073571766,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,75,584.28,452.64186667,33432,33100,Esoph egd dilation <30 mm,5302.0
2013052,1588030704,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,580.02,454.74,30601,27600,Esoph egd dilation <30 mm,5302.0
2013053,1588030704,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,580.02,454.74,30601,12020,Esoph egd dilation <30 mm,5302.0
2013063,1750333746,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,34,579.44,454.28,34698,45300,Esoph egd dilation <30 mm,5302.0
2013064,1578536686,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,587.9,426.87833333,30122,12060,Esoph egd dilation <30 mm,5302.0
2013066,1336459353,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,151,588.93377483,444.30516556,76248,19100,Esoph egd dilation <30 mm,5302.0
2013067,1144416587,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,78,582.3174359,448.76974359,45066,17140,Esoph egd dilation <30 mm,5302.0
2013068,1144416587,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,78,582.3174359,448.76974359,45066,19430,Esoph egd dilation <30 mm,5302.0
2013081,1356369755,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,51,561.92,439.06156863,35758,26620,Esoph egd dilation <30 mm,5302.0
2013083,1295163715,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,48,563.99,417.12791667,29909,25940,Esoph egd dilation <30 mm,5302.0
2013084,1619265295,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,599.01,469.63,77338,26420,Esoph egd dilation <30 mm,5302.0
2013096,1902078207,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,622.53,484.78625,60585,16980,Esoph egd dilation <30 mm,5302.0
2013108,1174590434,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,80,619.73,481.19300000000004,80528,22660,Esoph egd dilation <30 mm,5302.0
2013110,1649252883,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,541.07,424.2,75965,34860,Esoph egd dilation <30 mm,5302.0
2013112,1467442657,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,612.3,480.04,19006,37980,Esoph egd dilation <30 mm,5302.0
2013113,1871720540,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,610.23,478.42,47303,34620,Esoph egd dilation <30 mm,5302.0
2013115,1316900830,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,573.00177778,445.966,34667,45300,Esoph egd dilation <30 mm,5302.0
2013117,1457448912,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,590.37,462.85,33908,15980,Esoph egd dilation <30 mm,5302.0
2013121,1316359532,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,104,605.34,458.52798077,75022,19100,Esoph egd dilation <30 mm,5302.0
2013126,1699006254,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,51,535.7654901999999,420.04117647,75801,37300,Esoph egd dilation <30 mm,5302.0
2013133,1447212204,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,57,132.20859649,103.65403509,72032,30780,Esoph egd dilation <30 mm,5302.0
2013148,1851312771,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,532.46,415.48033333,39705,18060,Esoph egd dilation <30 mm,5302.0
2013156,1881094894,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,99,569.28030303,430.18838384,29801,12260,Esoph egd dilation <30 mm,5302.0
2013157,1932132065,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,572.17,448.59,29801,12260,Esoph egd dilation <30 mm,5302.0
2013170,1285912600,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,36,515.30722222,381.37916667,30240,12060,Esoph egd dilation <30 mm,5302.0
2013171,1285912600,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,36,515.30722222,381.37916667,30240,29300,Esoph egd dilation <30 mm,5302.0
2013178,1821223827,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,666.31,518.61857143,93555,40140,Esoph egd dilation <30 mm,5302.0
2013179,1821223827,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,666.31,518.61857143,93555,12540,Esoph egd dilation <30 mm,5302.0
2013187,1326054172,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,524.8,398.99800000000005,37922,28940,Esoph egd dilation <30 mm,5302.0
2013205,1831167329,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,114,521.45,398.61859649,70301,26380,Esoph egd dilation <30 mm,5302.0
2013206,1831167329,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,114,521.45,398.61859649,70301,12940,Esoph egd dilation <30 mm,5302.0
2013209,1427212919,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,794.51,615.10142857,94954,42220,Esoph egd dilation <30 mm,5302.0
2013217,1538316278,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,690.31,540.23964286,90241,31080,Esoph egd dilation <30 mm,5302.0
2013235,1447539861,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,598.80354839,462.92064516,81632,20780,Esoph egd dilation <30 mm,5302.0
2013238,1306283957,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,590.85,463.23,48374,19820,Esoph egd dilation <30 mm,5302.0
2013247,1366456618,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,658.61,484.629375,95928,17020,Esoph egd dilation <30 mm,5302.0
2013249,1649462409,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,48,555.31,426.74958333,45714,31930,Esoph egd dilation <30 mm,5302.0
2013258,1063519866,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,602.35,472.24,21704,47900,Esoph egd dilation <30 mm,5302.0
2013263,1801983556,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,848.72,665.4,94583,41860,Esoph egd dilation <30 mm,5302.0
2013267,1629135843,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,540.34,417.4140625,93637,31460,Esoph egd dilation <30 mm,5302.0
2013275,1780021188,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,623.93,470.15111111,14304,15380,Esoph egd dilation <30 mm,5302.0
2013283,1841316841,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,678.75,513.105,96782,46520,Esoph egd dilation <30 mm,5302.0
2013291,1114985611,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,642.7,434.69555556,96732,27980,Esoph egd dilation <30 mm,5302.0
2013318,1437205028,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,98,593.52632653,464.51969388,84003,39340,Esoph egd dilation <30 mm,5302.0
2013322,1487644506,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,542.75,425.52,74501,32540,Esoph egd dilation <30 mm,5302.0
2013333,1730571118,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,49,562.85591837,440.57265306,20636,15680,Esoph egd dilation <30 mm,5302.0
2013351,1477615284,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,618.69,484.95235294,80227,19740,Esoph egd dilation <30 mm,5302.0
2013373,1548400070,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,615.65,482.67,46011,26900,Esoph egd dilation <30 mm,5302.0
2013377,1629166624,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,68,672.33,512.73470588,89147,29820,Esoph egd dilation <30 mm,5302.0
2013382,1598093007,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,578.32,453.235,27886,24780,Esoph egd dilation <30 mm,5302.0
2013383,1598093007,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,578.32,453.235,27886,40580,Esoph egd dilation <30 mm,5302.0
2013389,1467696815,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,641.45,502.9,07054,35620,Esoph egd dilation <30 mm,5302.0
2013392,1821067554,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,79,593.84620253,447.28379747,75206,19100,Esoph egd dilation <30 mm,5302.0
